"experiment_id"	"Harvest.Date"	"Run"	"Plate"	"Column"	"Row"	"species"	"normalized_OD"	"qpcr_4plex_Cy5.356."	"qpcr_3plex_TR.360."	"qpcr_3plex_FAM.361."	"qpcr_4plex_FAM.492."	"qpcr_3plex_HEX.500."	"qpcr_4plex_TR.502."	"qpcr_4plex_HEX.519."	"nmr_row"	"nmr_column"	"nmr_rack"	"nmr_position"	"unknown1"	"unknown2"	"unknown3"	"Butyrate"	"Isovalerate"	"Leucine"	"Valine"	"Isoleucine"	"Propionate"	"unknown4"	"Ethanol"	"Lactate"	"Isocaproate"	"unknown5"	"Alanine"	"unknown6"	"Acetate"	"unknown7"	"unknown8"	"Methionine"	"unknown9"	"Glutamate"	"Isobutyrate"	"Succinate"	"2-Oxoisocaproate"	"Aspartate"	"unknown10"	"Asparagine"	"Lysine"	"Choline"	"Proline"	"Cystine"	"unknown11"	"Glycine"	"Glycerol"	"unknown12"	"unknown13"	"unknown14"	"Betaine"	"Serine"	"Isopropanol"	"Pyroglutamate"	"Threonine"	"Trehalose"	"Lactose"	"unknown15"	"unknown16"	"unknown17"	"unknown18"	"Uracil"	"Uridine"	"unknown19"	"unknown20"	"Cytosine"	"unknown21"	"Cytidine"	"Adenosine"	"Inosine"	"unknown22"	"unknown23"	"unknown24"	"unknown25"	"Urocanate"	"Fumarate"	"Tyramine"	"Tyrosine"	"Histidine"	"unknown26"	"Tryptophan"	"Phenylalanine"	"unknown27"	"unknown28"	"unknown29"	"unknown30"	"unknown31"	"UMP"	"Hypoxanthine"	"unknown32"	"Adenine"	"unknown33"	"unknown34"	"unknown35"	"Formate"	"AMP"	"Nicotinate"	"Nicotinamide"
"224A"	"1/11/2017"	2	2	4	"A"	"356,360"	0.186158347	3.624363385	0.062893842	0	0	0	0	7.03758e-06	"A"	2	1	"1A2"	0.00182396907602988	0.000365827369015417	0.770498899745388	0.381126864466941	1.59153590633305	-1.3861838120489	-0.915820580651258	-0.875692039986936	1.21114446120983	-0.00310102599142431	-0.0513506037434332	-0.957359583407023	0.0596688725288622	-0.0360820078487746	-2.37300343513328	0.455542877632597	1.27205846282793	0.495388874542924	0.00452601000636103	-0.0297044696316097	-0.000730782619050429	-0.0162882056992014	0.030029371524435	0.0390675204630501	-0.00533681181434507	-0.0185618856265817	-0.000900823549278905	-0.0115807403414429	-0.0538774621091166	-0.0189174039006057	-0.0361582455506823	-0.0492092880048987	-0.232183327701487	0.0150982946253746	-0.00831894176439323	-0.0930225870295591	-0.236995188526618	-0.110603544449822	-0.0407291461007508	-0.312336720199501	-0.0164279827265615	-0.081968207970036	-0.342537483132831	-0.386323604823539	-0.0529311030111474	0.000118476108779147	0.000388855839906256	-0.000141653651615321	0.0135547220927085	-0.00916570451982963	-0.00198350446640207	6.9910418414192e-05	0.000288420696200186	5.44904627932355e-05	0.000225773066179243	-0.000230645033960279	-0.061225777122626	0.00140880480552883	0.000328533713385574	-9.4336280802382e-05	0.000469716028375995	-0.000505758339080464	-4.22010127350216e-05	-0.000113113009151515	-0.0135569844697468	-0.0102719764323817	0.0136939475013408	-0.0122727509894479	-0.00740124105665234	-0.0374792361309237	-0.00691358131576843	-0.0125496139039119	-0.00262574667595044	-0.000410875832115377	-0.00474258551527964	0.004103097579656	0.0352727183715243	0.00725189561750227	0.00183947021503501	-0.000745493723102801	-0.00063045798266727	5.97355565758211e-05	-0.00421416916252331	0.00114022337036448	0.00691953850267755	-0.00644645331199808
"273A"	"1/11/2017"	2	7	3	"A"	"500,519"	0.286358345	6.71773e-06	0	0	0	0.209669354	0	71.27864233	"A"	3	1	"1A3"	-0.0024211404610105	0.00186962314211292	-0.402632572966507	-0.82265074811161	-0.157335329670345	-0.692632080728263	0.603974654998721	0.287491931919929	1.07399989468828	-0.000679102382405061	-0.252160890114355	-0.100790922795972	-0.0267353222919501	0.0072959177159789	0.873562589582843	-0.219040940014533	1.59887321042758	0.113695697246349	0.0748915871595987	0.171633292155201	-0.0193110867034825	0.227201618829136	-0.0343435750097552	0.531170312569718	-0.0380182705994051	-0.339680573946776	-0.0319252274650629	-0.173294646108528	0.0864389151962914	0.0659381191666457	0.754366283201621	-0.0523308922618395	-0.173470824361784	-0.00849194727028542	-0.00753127858489347	-0.102292409720704	-0.145760418740553	-0.103196994994893	-0.0959042691046313	-0.145808572599957	-0.061392378249385	-0.583821408901764	-0.376364859033324	-0.297352284225845	-0.0495335673586164	0.0014640660856091	-0.000334808872937448	-0.00199326980665947	-8.57686280603124e-05	0.00123715596577741	-0.000287261365993978	-0.00184938108032358	-0.00126838628030256	-0.000117965527074812	-0.000976031093947345	-0.00189658659126771	-0.0384159139916182	-0.000253015011215901	-0.000945126959855303	-0.00256164236386359	-0.000986900124968045	-0.00490540474536964	0.000416935265334053	0.00127485930719809	0.107434126053758	-0.164759003504926	0.0392081117850509	-0.0917330135784709	-0.0220110946332803	0.114369992981393	-0.00796899615704895	-0.00907212038611451	-0.0153889729781011	-0.00197957149516892	-0.0151720209038101	-0.00906684222675614	-0.000925368898473434	0.000832203933677324	0.0247870530988406	-0.00747793866308194	-0.00432786715246587	-0.00131159615549185	0.0870099302749412	-0.000768399674279693	0.000228785066476345	-0.000762136613926932
"233A"	"1/11/2017"	2	3	3	"A"	"356,500"	0.18365832	2.778330867	0	0	0	0.097639371	0	1.35226e-05	"A"	4	1	"1A4"	0.00147304064909535	0.000326159285490388	0.595512450164747	0.312149924591674	1.2407252397077	-1.05782398256076	-0.703763124042754	-0.679076710346864	0.928184531678061	-0.00246254455688384	-0.0373381288074336	-0.773741314237959	0.0463406082447284	-0.0278937835942792	-1.83086617916161	0.362218529179975	0.971020571031282	0.382707459174066	0.00365021287530403	-0.0257121898510664	-0.000112486450682057	-0.0146201362764044	0.0233793285413914	0.0297712855188302	-0.00351996806216742	-0.0124216150175881	-0.00047146230612535	-0.0091183168103625	-0.0441068978327746	-0.0138726100870456	-0.0279606827666511	-0.0374959737493208	-0.17677543042561	0.00800906182935174	-0.00547253519894917	-0.0711426990478705	-0.18062523734578	-0.0842104616248338	-0.0297213376948782	-0.240522903464588	-0.0114544326454429	-0.0501467529873172	-0.260421995019091	-0.295105620674146	-0.0389921916825485	0.000114912348781564	0.00012281141004015	0.000181084408582829	0.0107251580104714	-0.00659668812710762	-0.00130328747121612	-0.000103403694661461	-0.000178451792732547	-3.78535596729898e-06	4.15315693734186e-05	-9.37620666993998e-05	-0.0458727241339241	0.00151526575772442	9.50280532992755e-05	0.000279727620317503	0.000121402024792943	3.50170178750861e-06	-2.33563914371768e-05	-0.000134843488302143	-0.0129470365655317	-0.00507841019794246	0.00641189684683295	-0.00857756625078011	-0.00479346935444348	-0.0294590899737968	-0.00410182136780514	-0.0097592729300132	-0.00110576993892855	-0.000192770195607671	-0.00383192385406365	0.00290058055748138	0.0273605682577043	0.00618682324095905	-0.000494686611483902	-0.000170795009129339	-0.000877006511417737	0.000133911823696496	-0.00264287218126576	0.000547668515650022	0.0051874434909152	-0.00481011055604709
"144A"	"1/10/2017"	1	4	4	"A"	"360,500"	0.012066668	0	1.163136009	1.61059e-05	2.48485e-05	0.050673768	0	0	"A"	5	1	"1A5"	-0.000948729381016906	-0.000841825498892739	-0.10901575141769	-0.289861644944162	-0.454910601925262	-0.103723071200028	0.0759940737168525	0.220785390485224	0.00616316832707752	0.00129201636701476	-0.0609903712570518	0.963591004699773	-0.0155324850924181	0.00595818550907005	0.299603927660969	-0.106157948964959	0.0348755143850377	-0.0913955367512264	-0.0110322926844096	0.0686123908668109	-0.0108440369088569	0.0162993615344522	-0.0124908219253962	0.00411142713137989	-0.012311243913443	-0.0436518844971867	-0.00421211097044631	-0.00579198337031428	0.073439416139021	-0.0192316892597845	0.00218644584993821	-0.00673843161958454	-0.0314732758303288	0.0852065702406416	-0.0130903388160571	-0.00495318504630719	-0.034701742998924	-0.0163891525395512	-0.0377816222806031	0.0105512464741169	-0.0362111424727041	-0.321942327281093	-0.0311301959226739	-0.0258536197226583	-0.0456586668194719	1.98194967483937e-06	0.00468125832019323	-0.0046371754814432	-0.00194953898958078	-0.00669698648786023	-0.00590170039586007	0.00400782368593337	0.00998442141460026	0.00107890157742361	0.00287487148042996	-0.00149621719389779	-0.0540746106074379	-0.0029852993449658	0.00411678181812772	-0.00537704803927946	0.00555335794600426	-0.00925516193690643	-0.000258636195815771	0.00120149285792358	0.0592952925855216	-0.0695456986850589	0.0606336818897519	-0.020321527439238	-0.0199630931931522	0.0146893985529907	-0.00205207881179518	-0.000146682716335649	-0.015993455943665	-0.00502029218783191	0.00171807709976296	0.00544553203198406	0.00231910312710434	0.000233336125177101	0.0466511903113729	-0.00937331856347374	0.00902552085073054	-0.00182468737659589	-0.00111688592536094	0.00746581148244891	0.00572440029176348	-0.00617542474220809
"124A"	"1/10/2017"	1	2	4	"A"	"356,360"	0.190466663	2.501571863	0.162041455	0	2.32331e-05	0.000516044	1.48214e-05	0.000577012	"A"	6	1	"1A6"	0.00116049589311509	0.000166150381972349	0.520667771886877	0.233118067229621	1.05201121160323	-0.967364417769733	-0.624418696435703	-0.581953653389328	0.836580714172022	-0.00200710114024422	-0.0416417389673313	-0.562510940342753	0.0396016706865867	-0.024296977884129	-1.60733453036874	0.303193139678139	0.881680256439425	0.332640609998324	0.00201219241474955	-0.0134983070857933	-0.00161047906792194	-0.00950993820782668	0.0194596862400527	0.0273890522316642	-0.00494233194945113	-0.0172664453238338	-0.00105367573468169	-0.00856270656355904	-0.0297066150909615	-0.0150101324688895	-0.0247205903841707	-0.0346500142891633	-0.163461981815534	0.0191130823943043	-0.00709389919334892	-0.0647091237941123	-0.167098785051009	-0.0780074570419675	-0.031962826402622	-0.214473700368765	-0.0150156278581714	-0.0893851416508819	-0.239641746166258	-0.269281509826138	-0.0411765437706226	8.08550822089705e-05	0.000744965139624771	-0.000575315008554802	0.00914495762914612	-0.00701634480989876	-0.0019697219243033	0.000456589511043386	0.00121676130072036	0.000147687497727097	0.000449617114143472	-0.000312797944349438	-0.047719158011909	0.000653346425634438	0.000645977046838728	-0.000619605234860528	0.000890985651616339	-0.00129347311792654	-5.54240494564074e-05	4.4403882524679e-05	-0.00330402028074493	-0.0141803242164771	0.0157096369574911	-0.0105436064680183	-0.00714719329008266	-0.0243637571912884	-0.00503311819511698	-0.0086701161385553	-0.00345510143431463	-0.000791625609902898	-0.0030924608669885	0.00338820780883064	0.0245626259202591	0.00499939798461914	0.0060267330632467	-0.00147122676269723	0.000486256209974596	-0.000145475799681234	-0.00304731816793852	0.0015492298494419	0.00535415334840924	-0.00507344696559528
"243A"	"1/11/2017"	2	4	3	"A"	"360,492"	0.056758332	0	0.431641813	0	1.56	0	0	0	"A"	7	1	"1A7"	0.000655278110673071	-0.000163923014539338	-0.0305126241553798	0.0874959646848407	-0.0482213588289767	-0.00703715811092818	0.0729566117290112	0.0935717950682922	0.0041588820323139	0.000687526142711519	-0.00936920664201649	0.313520303013442	-0.0066071752155196	0.00345766251877591	0.183153372108743	0.247738883334367	-0.0213403492001621	-0.0267586563939138	-0.00213393203930452	0.0342623235810554	-0.00519388147610363	0.00873819818885306	-0.00660749335485419	0.0251504636741483	-0.00659878562183987	-0.0209611572406342	-0.00113583328980916	0.006443765671684	0.0407968352444216	-0.0102381490565439	-0.000826711136959274	-0.00687243440444295	-0.0209131509998791	0.044509541753106	-0.00637553225498867	-0.00341012390462148	-0.0270057782424802	-0.0320981025092924	-0.0219685513386771	-0.102677623370484	-0.0169525315567343	-0.139006730731096	-0.0482742826179631	-0.0144249927225224	-0.036840063952566	-0.000340371191310826	0.00153211906839856	-0.00340272442936439	0.00137986902939461	0.0017357255310323	-0.00586812990141526	0.00195553774341716	0.00592776501584832	0.000399362825883048	0.00112457972670475	-0.000948997057366208	-0.033047964043787	-0.00195643098698419	0.000807910002993595	-0.00392318193708787	0.00166149026429316	-0.00660094454391616	-0.000208544745670507	0.000382640610070034	0.0285598389793699	-0.0347856233216934	0.0311025590892128	-0.0109178960866651	-0.0127418345063781	0.0074585022630764	-0.00290399062374154	-0.0015443776376231	-0.0103307429980744	-0.00238197795107882	-0.00209705131939706	0.00227433425415263	0.00162299304282958	0.000392836958286398	0.0365586039563566	-0.00667375089248017	0.00217760441554543	-0.00126009073092028	-0.00316466448031067	0.00252551286619033	0.00201838453667583	-0.0024818617244876
"244A"	"1/11/2017"	2	4	4	"A"	"360,500"	0.015058327	0	0.863036682	0	0	1.168017379	0	0	"A"	10	1	"1A10"	-0.000301450627013241	-0.000501843649290814	-0.0769005628289003	-0.124694671612805	-0.316634736590976	-0.0714659825464398	0.0725731139341076	0.179175302759819	0.00470893061886618	0.000597852694825448	-0.0509482161511312	0.715856958701973	-0.0120193089190758	0.00456372521529596	0.229413537920335	0.0188367214551177	-0.00424048507811952	-0.0772377673791719	-0.011321039220254	0.0498032449109359	-0.00806612494279918	-0.00443584115574913	-0.0110592123320337	0.00297854820563957	-0.00844583770897054	-0.0324112011731559	-0.00262093830263302	-0.00974819241315574	0.0571905460930469	-0.0161765551637648	-0.000102989808433235	-0.00559896014960748	-0.0244251451944154	0.0628482231336569	-0.005610922025982	-0.004121913608521	-0.0301670054372675	-0.0133415929977076	-0.0287759610787365	0.000380774057342138	-0.0309726073358532	-0.246320659931671	-0.0132717744225047	-0.0195469995412191	-0.037382329485604	0.000275460547882751	0.00368614158899426	-0.00233614493370832	0.00142873858356725	-0.00324807130273305	-0.00468951406860245	0.00307728128566391	0.00757052448994582	0.000791063755980406	0.00199287766084718	-0.000871878118334798	-0.0534977756125452	0.00131630322837458	0.00321133486298782	-0.00252581211473479	0.00402442966350969	-0.00678137322132925	-0.000211475258025507	0.000910407820431373	0.0428987104004084	-0.0525864758928012	0.0271702451438222	-0.0152133965440891	-0.0142157257878	0.0095428427864249	0.0110905393517202	-0.00175390374148648	-0.00910013919403712	-0.00469838080705662	-0.000143833714174483	0.00382487807240432	0.00645434492193987	0.00739723242829907	0.0349414805675917	-0.00681713529729835	0.00647473239888173	-0.00121237640841656	0.00530423512902571	0.00534763422404262	0.00561197367740499	-0.00599212958800462
"211A"	"1/11/2017"	2	1	1	"A"	"356"	0.178458321	3.063198473	2.59552e-06	0	0	0	0	4.18635e-05	"A"	11	1	"1A11"	0.00158574049758924	0.000347907791416531	0.656191326830317	0.335547365211113	1.36594754504354	-1.16680839636622	-0.777462268357286	-0.750165396300077	1.02334055566772	-0.00268067183338287	-0.0406245252825507	-0.853160333619666	0.0511390395911014	-0.0307673677261049	-2.0192645601413	0.390061850329689	1.07344961352239	0.422844484473739	0.00432302675148753	-0.0282429275435864	-0.000122139650866636	-0.0145448859932123	0.0259469989912588	0.0328308754010941	-0.00394651999432104	-0.013693342332395	-0.000567850387306902	-0.00953424848165567	-0.0488860592920852	-0.0151134196295899	-0.0306629137228986	-0.0412834770740858	-0.194798285808078	0.00886605630793521	-0.00642430796705636	-0.0783944789310829	-0.19872431114621	-0.09273223375636	-0.0326980685650353	-0.264474800111563	-0.0122380927365895	-0.0545804158964594	-0.288059479833345	-0.325328383682836	-0.0426564620790021	0.000100603341921599	0.000115159013045218	9.44501703094966e-05	0.0115510080001762	-0.00743698754446382	-0.00140734462427163	-0.000123854105277543	-0.000212173385969013	-3.26950717433582e-06	5.91520085034751e-05	-0.000126072706455905	-0.0493024765530876	0.00133433131887029	8.98565978294194e-05	0.000168987990174447	0.000143013634966118	-4.33554821129218e-06	-2.38877613066698e-05	-0.000150466596558668	-0.0141698144179007	-0.00550556110495135	0.00876638719438267	-0.00944423110078051	-0.00534181681917358	-0.0323502969265295	-0.00572354345106217	-0.0106032282755903	-0.00148267097442202	-0.000119842362689372	-0.00408971604714533	0.00321851863364266	0.0297151168820956	0.00613321180488099	-0.000576483497398138	-0.00020144780867635	-0.000945753192147585	0.000134160515688413	-0.00349796918173083	0.000622114207559077	0.00558938263266415	-0.00516902866500081
"263A"	"1/11/2017"	2	6	3	"A"	"492,500"	0.105358335	0	0	0	2.266805328	1.16723735	0	1.37182e-05	"A"	12	1	"1A12"	0.00188911254841465	0.000345490855329397	0.0186622222473328	0.378951492229996	0.197323601493631	0.0515104865677655	0.0821362093701518	0.0331371634300449	0.00286354397108911	-7.89457843394788e-05	0.0132581699802307	-0.0630304125257034	-0.00174755367002907	0.00196222865922836	0.11209261367032	0.520378469326498	-0.0816347048527488	0.000442336685048894	-0.000464427186185965	0.0116182539299688	-0.0017208936002723	-0.0135598896173779	-0.00475867199363698	0.034252379988071	-0.00222199595755468	-0.00694306117013693	0.00115374622414149	0.00672665633165538	0.0225309637789604	-0.00652146480349082	-0.00420408562858123	-0.0069859088348606	-0.0145554488130458	0.0183339629450252	0.0021293377857478	-0.0027586929238469	-0.0252006495923776	-0.0390532730487148	-0.0123347061687495	-0.162761494191626	-0.00944472073996142	-0.0362516986020598	-0.042977282536459	-0.00741335053664736	-0.0326153803000839	-0.000206128349386808	-7.32704848970412e-05	-0.0012766350810389	0.00609478977748913	0.00795247025896816	-0.0056728336611355	0.000789737789789269	0.00340093584611687	-1.14831473406608e-05	-6.4349281522464e-05	-0.000320337584063736	-0.0329978092258597	0.00249861003216823	-0.000880381221909854	-0.00125423133593971	-0.000681867371682907	-0.00451027465024935	-0.000184248834129118	-7.1909231429343e-05	0.00836548970380067	-0.0140852706797438	-0.00633138595830823	-0.00504968792385025	-0.00711970181388109	0.00148264894143214	0.0102154183827817	-0.00390387832402274	-0.0034633657806783	-0.0017828514352839	-0.0054728995039167	0.000140629837088061	0.0061100497189448	0.00807905649821686	0.0283130540253769	-0.00449749938396112	-0.0019374768257576	-0.000697523158091842	0.00248664738728088	-0.000558880873809273	0.00128814109426673	-0.00176649267226251
"213A"	"1/11/2017"	2	1	3	"A"	"361"	0.030058327	0	0	1.076426504	0	3.1207e-05	0	9.42479e-05	"B"	2	1	"1B2"	-0.000568916293947385	-0.000839956393552421	-0.0411083895001811	-0.253479862795391	-0.34672703346951	-0.184610948001256	-0.112771711575433	0.0109173269545624	-0.00440641383061085	0.000668532469095055	0.0331494780658607	3.88368598493134	-0.00651375002926531	-0.00363194076522294	-0.0269373834376999	-0.013666858329953	0.408171756056442	-0.0886480484431376	0.0156832491826935	0.00270365248772581	-0.0104570831661446	-0.0107265698426145	-0.00982999582295126	-0.0318310941851375	-0.0099666108599107	-0.0198000297073575	-0.0088240756404061	-0.00959252813385964	-0.0609003000752525	-0.00280582903232669	-0.034461923798938	-0.0072995833972661	-0.267990223082656	0.00717077909890207	-0.00361552091573514	-0.1198716539129	-0.100945740055234	-0.064640796177596	-0.06990152650644	0.00397502493646737	-0.0309067628058183	-0.152748361578201	-0.0431381834818842	-0.472411147234508	-0.0785172583995095	-0.000173301458523952	0.000432305178503745	3.14306927749318e-05	-0.0011052265513589	0.0127159478428055	-0.0103507442890435	-0.00145313856295215	0.000121890664096266	0.000374552133290989	0.000141905453619856	-0.000269349817757792	-0.079103638533471	-0.00357636901534262	9.9163962582928e-06	0.000307932794842458	0.00130185297307386	-0.000623187182043254	-7.50151007891187e-05	-0.000285932799584516	0.00992781297730725	-0.0296250561320527	0.0315401330549355	-0.0277870519801049	-0.00815785641758412	-0.0281855923646014	-0.0131801393997132	-0.0213375819427087	-0.00310745478552363	-0.00903234689696845	-0.00334813803718145	0.00931304553397956	0.0026497586201912	0.00113463378938349	0.0518602336521341	-0.000606887685137406	-0.00144384279424075	2.18813490322008e-05	0.0991392666593383	0.00221170970749432	0.00755538839664199	-0.00779596770034969
